"county","observation_count","locality_type","latitude","longitude","observation_date","time_observations_started","protocol_type","duration_minutes","effort_distance_km","number_observers","year","month","day","season","time_of_day"
"Saratoga",2,"H",42.9575406,-73.7680821,2022-05-21,"20:49:00","Stationary",3,NA,4,2022,5,21,"Spring","Evening"
"Saratoga",1,"P",43.006892,-74.068101,2022-05-21,"04:35:00","Stationary",1,NA,4,2022,5,21,"Spring","Night"
"Oswego",2,"H",43.527261,-76.2393397,2022-05-21,"07:15:00","Stationary",600,NA,2,2022,5,21,"Spring","Morning"
"Tompkins",3,"H",42.3101677,-76.5216895,2022-05-22,"07:01:00","Traveling",227,3.782,4,2022,5,22,"Spring","Morning"
"Tompkins",2,"H",42.4379956,-76.3979816,2022-05-23,"20:40:00","Traveling",44,0.478,10,2022,5,23,"Spring","Evening"
"Cattaraugus",1,"H",42.055,-78.7661111,2022-05-24,"08:55:00","Traveling",529,48.196,3,2022,5,24,"Spring","Morning"
"Jefferson",1,"P",44.0347154,-75.6384324,2022-05-26,"03:51:00","Stationary",2,NA,2,2022,5,26,"Spring","Night"
"Oswego",1,"H",43.527261,-76.2393397,2022-05-26,"06:45:00","Stationary",843,NA,2,2022,5,26,"Spring","Morning"
"Monroe",2,"H",43.3201355,-77.7264261,2022-05-26,"19:40:00","Traveling",101,0.853,4,2022,5,26,"Spring","Evening"
"Onondaga",1,"P",43.1963229,-76.3252222,2022-05-28,"07:22:00","Traveling",241,7.564,6,2022,5,28,"Spring","Morning"
"Onondaga",1,"H",43.2072726,-76.3241404,2022-05-28,"07:41:00","Traveling",226,7.242,11,2022,5,28,"Spring","Morning"
"Tompkins",1,"H",42.4795201,-76.4551642,2022-05-30,"20:06:00","Traveling",60,5.15,2,2022,5,30,"Spring","Evening"
"Essex",2,"P",43.818195,-73.496303,2022-05-30,"20:47:00","Traveling",159,3.234,4,2022,5,30,"Spring","Evening"
"Hamilton",1,"H",44.0540353,-74.5595566,2022-06-02,"02:43:00","Traveling",21,6.788,4,2022,6,2,"Summer","Night"
"Hamilton",4,"H",43.9970908,-74.7386337,2022-05-30,"08:00:00","Traveling",300,6.437,2,2022,5,30,"Spring","Morning"
"Rockland",1,"H",41.2293071,-74.0778504,2022-06-05,"20:26:00","Traveling",94,4.2,2,2022,6,5,"Summer","Evening"
"Kings",5,"H",40.6472791,-73.8624734,2022-04-14,"19:47:00","Traveling",80,2.881,4,2022,4,14,"Spring","Evening"
"St. Lawrence",1,"P",44.4361421,-75.4169537,2022-06-12,"04:25:00","Traveling",10,0.274,2,2022,6,12,"Summer","Night"
"Monroe",1,"H",43.3586754,-77.9389444,2022-06-14,"07:11:00","Traveling",121,1.609,2,2022,6,14,"Summer","Morning"
"Oswego",1,"H",43.527261,-76.2393397,2022-05-26,"06:36:00","Traveling",473,5.07,2,2022,5,26,"Spring","Morning"
"Delaware",4,"P",42.1190678,-74.8410298,2022-06-14,"11:03:00","Traveling",20,0.113,3,2022,6,14,"Summer","Morning"
"Dutchess",3,"P",41.886444,-73.91161,2022-06-19,"07:59:00","Traveling",185,3.233,8,2022,6,19,"Summer","Morning"
"Erie",1,"H",42.9656289,-78.6090731,2022-06-22,"09:30:00","Traveling",90,2.414,2,2022,6,22,"Summer","Morning"
"Franklin",1,"P",44.441154,-74.36945,2022-06-22,"05:11:00","Traveling",25,9.496,3,2022,6,22,"Summer","Morning"
"Montgomery",1,"P",42.8817007,-74.3807114,2022-05-21,"04:25:00","Traveling",3,0.08,2,2022,5,21,"Spring","Night"
"Montgomery",1,"P",42.8725456,-74.3990433,2022-05-21,"04:36:00","Stationary",2,NA,2,2022,5,21,"Spring","Night"
"Monroe",4,"H",43.2440148,-77.4909067,2022-03-17,"18:55:00","Traveling",65,1.931,2,2022,3,17,"Spring","Evening"
"Monroe",1,"H",43.3201355,-77.7264261,2021-05-19,"19:55:00","Traveling",115,0.805,2,2021,5,19,"Spring","Evening"
"Monroe",2,"H",43.2440148,-77.4909067,2021-03-22,"19:00:00","Traveling",70,2.012,2,2021,3,22,"Spring","Evening"
"Monroe",6,"H",43.3099074,-77.7326596,2021-03-27,"18:55:00","Traveling",85,1.207,2,2021,3,27,"Spring","Evening"
"Chautauqua",1,"H",42.4690396,-79.0932458,2022-06-25,"22:19:00","Traveling",29,6.904,2,2022,6,25,"Summer","Night"
"Monroe",1,"H",43.2440148,-77.4909067,2020-03-08,"18:50:00","Traveling",60,1.931,2,2020,3,8,"Spring","Evening"
"Monroe",1,"H",43.2440148,-77.4909067,2019-03-20,"19:20:00","Traveling",38,1.609,2,2019,3,20,"Spring","Evening"
"Albany",1,"P",42.602198,-74.195798,2022-06-26,"06:38:00","Traveling",253,5.516,2,2022,6,26,"Summer","Morning"
"Monroe",2,"H",43.3201355,-77.7264261,2022-05-13,"19:30:00","Traveling",115,1.609,2,2022,5,13,"Spring","Evening"
"Yates",1,"P",42.6871504,-77.3214841,2022-06-25,"21:24:00","Stationary",3,NA,2,2022,6,25,"Summer","Night"
"Delaware",3,"H",42.0740489,-75.3954708,2022-06-30,"09:10:00","Traveling",71,1.276,2,2022,6,30,"Summer","Morning"
"Jefferson",1,"H",44.0795629,-75.6954228,2022-07-03,"14:44:00","Traveling",414,21.147,7,2022,7,3,"Summer","Afternoon"
"Ulster",1,"P",41.668083,-74.26687,2022-07-05,"19:49:00","Stationary",3,NA,2,2022,7,5,"Summer","Evening"
"Otsego",1,"P",42.7270029,-75.1920617,2022-07-06,"09:05:00","Traveling",106,2.414,2,2022,7,6,"Summer","Morning"
"Hamilton",1,"P",43.66194,-74.71118,2022-07-06,"17:23:00","Stationary",14,NA,2,2022,7,6,"Summer","Evening"
"Wayne",1,"P",43.270461,-77.354293,2022-07-28,"07:04:00","Traveling",90,3.562,1,2022,7,28,"Summer","Morning"
"Delaware",2,"P",42.119726,-75.163514,2022-07-22,"05:20:00","Traveling",14,0.482,3,2022,7,22,"Summer","Morning"
"Westchester",2,"H",41.2133357,-73.8296217,2022-08-20,"06:30:00","Traveling",125,2.575,3,2022,8,20,"Summer","Morning"
"Onondaga",3,"P",42.969707,-75.990687,2022-03-16,"20:07:00","Traveling",59,0.605,3,2022,3,16,"Spring","Evening"
"Tompkins",1,"H",42.4591964,-76.3726723,2022-09-01,"20:02:00","Traveling",17,0.824,2,2022,9,1,"Fall","Evening"
"Essex",1,"P",43.818195,-73.496303,2022-09-01,"20:02:00","Traveling",44,0.966,2,2022,9,1,"Fall","Evening"
"Seneca",1,"H",43.0076202,-76.7529774,2022-09-10,"11:26:00","Traveling",127,2.265,5,2022,9,10,"Fall","Morning"
"Bronx",2,"H",40.8681047,-73.809474,2021-03-21,"16:51:00","Traveling",180,5.989,2,2021,3,21,"Spring","Afternoon"
"Franklin",1,"H",44.4375537,-74.2530447,2022-09-30,"12:26:00","Traveling",45,1.131,5,2022,9,30,"Fall","Afternoon"
"Tompkins",1,"H",42.4379956,-76.3979816,2022-09-29,"18:53:00","Traveling",46,1.55,5,2022,9,29,"Fall","Evening"
"Tompkins",1,"H",42.4774305,-76.4030027,2022-10-01,"12:20:00","Stationary",15,NA,2,2022,10,1,"Fall","Afternoon"
"Tompkins",1,"P",42.4625889,-76.4269153,2022-10-12,"06:27:00","Stationary",24,NA,2,2022,10,12,"Fall","Morning"
"Albany",5,"P",42.7038642,-73.8426931,2020-04-25,"18:18:00","Traveling",159,3.79,2,2020,4,25,"Spring","Evening"
"Tompkins",1,"P",42.504641,-76.423567,2022-10-17,"17:46:00","Traveling",66,2.432,2,2022,10,17,"Fall","Evening"
"Putnam",1,"H",41.4537568,-73.8674973,2022-10-22,"11:00:00","Traveling",60,2.414,2,2022,10,22,"Fall","Morning"
"Kings",1,"H",40.6403687,-74.0322153,2022-10-29,"07:27:00","Traveling",127,2.1,2,2022,10,29,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2022-10-29,"11:10:00","Traveling",111,4.265,2,2022,10,29,"Fall","Morning"
"Kings",8,"H",40.6523083,-73.9904281,2022-10-29,"08:05:00","Traveling",433,11.297,2,2022,10,29,"Fall","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2022-10-30,"07:58:00","Traveling",293,9.065,2,2022,10,30,"Fall","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2022-10-30,"09:35:00","Traveling",240,6.437,2,2022,10,30,"Fall","Morning"
"Essex",1,"P",43.818195,-73.496303,2022-11-01,"07:00:00","Traveling",42,1.544,2,2022,11,1,"Fall","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2022-10-29,"08:08:00","Traveling",327,5.801,18,2022,10,29,"Fall","Morning"
"Kings",1,"H",40.5923453,-73.8914328,2022-11-03,"20:15:00","Traveling",41,0.805,2,2022,11,3,"Fall","Evening"
"New York",1,"H",40.7887808,-73.9219681,2022-11-19,"06:45:00","Traveling",235,4.828,3,2022,11,19,"Fall","Morning"
"Queens",1,"H",40.7136841,-73.8899864,2022-11-23,"08:06:00","Traveling",65,4.726,1,2022,11,23,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2022-10-29,"08:08:00","Traveling",330,5.633,18,2022,10,29,"Fall","Morning"
"Queens",1,"H",40.7136841,-73.8899864,2022-11-26,"12:55:00","Traveling",115,2.462,2,2022,11,26,"Fall","Afternoon"
"Erie",5,"H",42.8462509,-78.8594553,2022-03-18,"19:05:00","Traveling",77,2.44,4,2022,3,18,"Spring","Evening"
"Erie",3,"H",43.0074716,-78.9661646,2021-03-23,"20:39:00","Stationary",25,NA,5,2021,3,23,"Spring","Evening"
"Erie",2,"P",42.845928,-78.859015,2021-03-31,"19:47:00","Traveling",47,1.147,4,2021,3,31,"Spring","Evening"
"Erie",4,"H",42.8462509,-78.8594553,2020-03-25,"19:38:00","Traveling",47,0.805,4,2020,3,25,"Spring","Evening"
"Ulster",1,"P",41.8633019,-73.987365,2022-11-15,"17:00:00","Stationary",5,NA,2,2022,11,15,"Fall","Evening"
"Kings",1,"H",40.6116883,-73.892262,2022-12-17,"06:26:00","Traveling",230,6.881,6,2022,12,17,"Winter","Morning"
"Queens",1,"H",40.6508384,-73.8492591,2022-12-17,"05:35:00","Traveling",68,3.521,2,2022,12,17,"Winter","Morning"
"Queens",4,"H",40.6188482,-73.8307995,2022-12-17,"05:22:00","Traveling",614,6.035,2,2022,12,17,"Winter","Morning"
"Queens",1,"H",40.7351876,-73.8404751,2022-12-25,"10:56:00","Traveling",57,3.782,1,2022,12,25,"Winter","Morning"
"Kings",1,"H",40.6602841,-73.9689534,2022-10-29,"09:32:00","Traveling",371,12.411,2,2022,10,29,"Fall","Morning"
"Suffolk",2,"P",40.7876637,-72.769835,2022-12-27,"05:45:00","Traveling",60,0.483,2,2022,12,27,"Winter","Morning"
"Nassau",1,"P",40.5933602,-73.5379744,2022-12-31,"07:00:00","Traveling",420,10.3,2,2022,12,31,"Winter","Morning"
"Kings",1,"H",40.581644,-73.887949,2023-01-01,"06:32:00","Stationary",8,NA,2,2023,1,1,"Winter","Morning"
"Suffolk",1,"P",41.1448892,-72.281948,2022-12-31,"06:00:00","Traveling",65,1.127,3,2022,12,31,"Winter","Morning"
"Nassau",1,"P",40.7762193,-73.6884141,2022-11-21,"07:53:00","Traveling",160,6.212,1,2022,11,21,"Fall","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2020-11-19,"08:31:00","Traveling",131,6.035,2,2020,11,19,"Fall","Morning"
"Kings",1,"H",40.6472791,-73.8624734,2023-01-26,"18:29:00","Traveling",85,2.886,10,2023,1,26,"Winter","Evening"
"Kings",1,"H",40.6472791,-73.8624734,2022-12-07,"18:28:00","Traveling",95,3.107,9,2022,12,7,"Winter","Evening"
"Tompkins",1,"P",42.346026,-76.464897,2023-02-08,"18:04:00","Stationary",10,NA,2,2023,2,8,"Winter","Evening"
"Kings",1,"H",40.6472791,-73.8624734,2023-02-14,"18:45:00","Traveling",75,3.219,2,2023,2,14,"Winter","Evening"
"Queens",1,"H",40.6170296,-73.8244561,2023-01-27,"16:28:00","Traveling",90,1.5,5,2023,1,27,"Winter","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2023-02-20,"08:22:00","Traveling",133,5.174,2,2023,2,20,"Winter","Morning"
"Westchester",3,"P",41.1858142,-73.5501737,2023-02-20,"17:52:00","Stationary",6,NA,2,2023,2,20,"Winter","Evening"
"Nassau",5,"H",40.8336002,-73.4754729,2023-02-20,"17:03:00","Traveling",75,1.77,2,2023,2,20,"Winter","Evening"
"Dutchess",4,"P",41.6057138,-73.8241888,2023-02-20,"18:01:00","Stationary",22,NA,3,2023,2,20,"Winter","Evening"
"Nassau",5,"H",40.8336002,-73.4754729,2023-02-23,"17:46:00","Traveling",45,1.609,2,2023,2,23,"Winter","Evening"
"Westchester",1,"P",41.261093,-73.614077,2023-02-24,"04:50:00","Traveling",53,1.077,2,2023,2,24,"Winter","Night"
"Nassau",3,"P",40.7762193,-73.6884141,2023-02-23,"17:30:00","Traveling",60,0.322,2,2023,2,23,"Winter","Evening"
"Kings",2,"H",40.6523083,-73.9904281,2023-02-24,"11:49:00","Traveling",189,5.113,2,2023,2,24,"Winter","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-02-26,"10:00:00","Traveling",120,4.828,2,2023,2,26,"Winter","Morning"
"Suffolk",1,"H",41.2707322,-71.9902611,2023-02-26,"07:30:00","Traveling",567,18.073,2,2023,2,26,"Winter","Morning"
"Ulster",2,"P",41.8633019,-73.987365,2023-02-26,"10:25:00","Traveling",105,3.219,3,2023,2,26,"Winter","Morning"
"Westchester",3,"H",41.1871668,-73.8891219,2023-02-26,"17:00:00","Traveling",90,0.805,5,2023,2,26,"Winter","Evening"
"Dutchess",3,"P",41.6595681,-73.8572691,2023-02-27,"17:45:00","Stationary",35,NA,3,2023,2,27,"Winter","Evening"
"Queens",2,"H",40.6546016,-73.7547487,2023-02-26,"08:39:00","Traveling",51,2.823,1,2023,2,26,"Winter","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2023-02-27,"09:03:00","Traveling",120,3.953,3,2023,2,27,"Winter","Morning"
"Monroe",2,"H",43.1139403,-77.5859734,2023-03-03,"18:00:00","Stationary",35,NA,2,2023,3,3,"Spring","Evening"
"Westchester",9,"H",41.1871668,-73.8891219,2023-03-04,"16:43:00","Traveling",125,7.134,2,2023,3,4,"Spring","Afternoon"
"New York",1,"H",40.7715482,-73.9724819,2023-03-04,"17:00:00","Traveling",94,5.592,2,2023,3,4,"Spring","Evening"
"Suffolk",2,"H",40.924214,-72.7969551,2023-03-04,"18:17:00","Stationary",7,NA,2,2023,3,4,"Spring","Evening"
"Chautauqua",1,"H",42.4220913,-79.4281205,2023-03-04,"18:10:00","Traveling",34,2.828,2,2023,3,4,"Spring","Evening"
"Nassau",3,"P",40.7762193,-73.6884141,2023-03-04,"20:10:00","Traveling",225,3.219,2,2023,3,4,"Spring","Evening"
"Nassau",8,"P",40.7762193,-73.6884141,2023-03-04,"17:50:00","Stationary",45,NA,2,2023,3,4,"Spring","Evening"
"Kings",1,"H",40.6602841,-73.9689534,2023-03-05,"11:29:00","Traveling",330,6.437,2,2023,3,5,"Spring","Morning"
"Tompkins",1,"H",42.4976053,-76.4600587,2023-03-05,"17:20:00","Stationary",60,NA,3,2023,3,5,"Spring","Evening"
"Tompkins",2,"H",42.4976053,-76.4600587,2023-03-05,"17:41:00","Traveling",42,1.046,3,2023,3,5,"Spring","Evening"
"Tompkins",1,"H",42.4976053,-76.4600587,2023-03-05,"17:50:00","Traveling",30,0.322,2,2023,3,5,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-06,"14:18:00","Traveling",42,1.362,2,2023,3,6,"Spring","Afternoon"
"Suffolk",4,"P",40.7748219,-73.3042145,2023-03-06,"18:00:00","Stationary",30,NA,2,2023,3,6,"Spring","Evening"
"Schuyler",1,"H",42.472991,-76.72911,2023-03-06,"18:30:00","Traveling",12,0.642,2,2023,3,6,"Spring","Evening"
"Suffolk",4,"P",40.938497,-72.905546,2023-03-05,"17:30:00","Stationary",60,NA,3,2023,3,5,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-06,"14:30:00","Traveling",140,4.595,2,2023,3,6,"Spring","Afternoon"
"Tompkins",3,"H",42.4959541,-76.4513443,2023-03-06,"18:15:00","Stationary",19,NA,5,2023,3,6,"Spring","Evening"
"Tompkins",2,"H",42.4959541,-76.4513443,2023-03-08,"18:28:00","Traveling",11,0.37,4,2023,3,8,"Spring","Evening"
"Tompkins",2,"P",42.420683,-76.4603029,2023-03-08,"18:27:00","Stationary",4,NA,2,2023,3,8,"Spring","Evening"
"Dutchess",1,"P",41.907966,-73.705179,2023-03-09,"18:27:00","Stationary",4,NA,2,2023,3,9,"Spring","Evening"
"Dutchess",3,"H",41.9197784,-73.6751747,2023-03-09,"17:31:00","Traveling",45,1.287,2,2023,3,9,"Spring","Evening"
"Tompkins",5,"H",42.4959541,-76.4513443,2023-03-09,"18:15:00","Stationary",38,NA,2,2023,3,9,"Spring","Evening"
"Suffolk",3,"P",40.909551,-73.150181,2023-03-09,"18:04:00","Traveling",41,0.635,18,2023,3,9,"Spring","Evening"
"New York",1,"H",40.7536729,-73.9832322,2023-03-04,"15:47:00","Traveling",20,0.756,4,2023,3,4,"Spring","Afternoon"
"Suffolk",3,"H",40.9118667,-73.1454921,2023-03-09,"18:00:00","Stationary",45,NA,18,2023,3,9,"Spring","Evening"
"Putnam",1,"H",41.3716305,-73.6618434,2023-03-03,"05:41:00","Stationary",8,NA,2,2023,3,3,"Spring","Morning"
"Kings",7,"H",40.6523083,-73.9904281,2023-03-10,"12:03:00","Traveling",147,5.047,2,2023,3,10,"Spring","Afternoon"
"Suffolk",1,"H",41.0959721,-72.3915391,2023-03-10,"13:06:00","Traveling",107,3.329,2,2023,3,10,"Spring","Afternoon"
"Albany",2,"P",42.735148,-73.819263,2023-03-10,"18:05:00","Stationary",16,NA,2,2023,3,10,"Spring","Evening"
"Columbia",3,"P",42.334869,-73.6275475,2023-03-10,"18:20:00","Stationary",10,NA,2,2023,3,10,"Spring","Evening"
"Kings",2,"H",40.6523083,-73.9904281,2023-03-08,"08:57:00","Traveling",221,12.452,4,2023,3,8,"Spring","Morning"
"Suffolk",4,"H",40.9017461,-72.8211322,2023-03-05,"18:06:00","Stationary",10,NA,2,2023,3,5,"Spring","Evening"
"Ulster",1,"P",41.8080128,-74.4696705,2023-03-11,"18:28:00","Stationary",3,NA,2,2023,3,11,"Spring","Evening"
"Kings",4,"H",40.6523083,-73.9904281,2023-03-11,"09:44:00","Traveling",236,3.219,2,2023,3,11,"Spring","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2023-03-12,"09:32:00","Traveling",94,3.251,2,2023,3,12,"Spring","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-12,"08:56:00","Traveling",161,4.846,2,2023,3,12,"Spring","Morning"
"New York",1,"H",40.7536729,-73.9832322,2023-03-12,"11:45:00","Stationary",8,NA,2,2023,3,12,"Spring","Morning"
"Kings",2,"H",40.6523083,-73.9904281,2023-03-12,"09:19:00","Traveling",149,4.862,3,2023,3,12,"Spring","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-12,"09:11:00","Traveling",153,4.756,3,2023,3,12,"Spring","Morning"
"New York",1,"H",40.6885372,-74.0189759,2023-03-12,"13:09:00","Traveling",156,3.541,6,2023,3,12,"Spring","Afternoon"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-11,"15:04:00","Traveling",60,4.828,2,2023,3,11,"Spring","Afternoon"
"New York",1,"H",40.6885372,-74.0189759,2023-03-11,"12:15:00","Traveling",210,5.102,2,2023,3,11,"Spring","Afternoon"
"Suffolk",2,"H",40.7822932,-73.3030695,2023-03-11,"18:23:00","Traveling",14,0.483,2,2023,3,11,"Spring","Evening"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-12,"09:00:00","Traveling",300,6.437,45,2023,3,12,"Spring","Morning"
"Erie",4,"H",42.7498485,-78.5484695,2023-03-15,"19:41:00","Stationary",22,NA,2,2023,3,15,"Spring","Evening"
"Westchester",5,"H",41.1871668,-73.8891219,2023-03-15,"18:34:00","Traveling",80,0.805,20,2023,3,15,"Spring","Evening"
"Suffolk",4,"P",40.909594,-73.150828,2023-03-16,"19:13:00","Stationary",36,NA,25,2023,3,16,"Spring","Evening"
"New York",3,"H",40.6885372,-74.0189759,2023-03-18,"07:40:00","Traveling",159,4.023,2,2023,3,18,"Spring","Morning"
"Monroe",1,"H",43.3099074,-77.7326596,2023-03-18,"08:33:00","Traveling",106,4.876,2,2023,3,18,"Spring","Morning"
"Kings",4,"H",40.6523083,-73.9904281,2023-03-18,"10:34:00","Traveling",225,7.978,2,2023,3,18,"Spring","Morning"
"Suffolk",2,"H",40.90472,-73.14889,2023-03-18,"19:20:00","Traveling",15,0.329,2,2023,3,18,"Spring","Evening"
"Tompkins",5,"H",42.4959541,-76.4513443,2023-03-18,"19:21:00","Traveling",43,0.354,3,2023,3,18,"Spring","Evening"
"New York",1,"H",40.7715482,-73.9724819,2023-03-18,"12:46:00","Traveling",119,2.233,2,2023,3,18,"Spring","Afternoon"
"Tompkins",5,"H",42.3860243,-76.3019298,2023-03-19,"19:08:00","Stationary",49,NA,2,2023,3,19,"Spring","Evening"
"Tompkins",2,"H",42.4976053,-76.4600587,2023-03-19,"19:15:00","Stationary",43,NA,4,2023,3,19,"Spring","Evening"
"Kings",6,"H",40.6523083,-73.9904281,2023-03-18,"08:15:00","Traveling",252,7.236,2,2023,3,18,"Spring","Morning"
"New York",1,"H",40.7779667,-73.9697165,2023-03-18,"13:37:00","Traveling",235,9.24,2,2023,3,18,"Spring","Afternoon"
"Tompkins",2,"H",42.3808948,-76.3028211,2023-03-20,"19:20:00","Stationary",30,NA,1,2023,3,20,"Spring","Evening"
"Tompkins",3,"H",42.4976053,-76.4600587,2023-03-20,"19:15:00","Traveling",25,0.821,2,2023,3,20,"Spring","Evening"
"Tompkins",1,"H",42.471469,-76.403751,2023-03-20,"19:56:00","Stationary",3,NA,5,2023,3,20,"Spring","Evening"
"Tompkins",5,"H",42.4976053,-76.4600587,2023-03-20,"19:58:00","Traveling",6,0.213,2,2023,3,20,"Spring","Evening"
"Ulster",5,"P",41.636336,-74.217879,2023-03-20,"18:11:00","Traveling",97,1.293,17,2023,3,20,"Spring","Evening"
"Tompkins",8,"H",42.4976053,-76.4600587,2023-03-20,"19:15:00","Traveling",56,3.7,8,2023,3,20,"Spring","Evening"
"Nassau",7,"P",40.7762193,-73.6884141,2023-03-15,"18:45:00","Traveling",140,1.609,4,2023,3,15,"Spring","Evening"
"Ulster",5,"H",41.6341667,-74.2083282,2023-03-20,"18:18:00","Traveling",87,1.026,2,2023,3,20,"Spring","Evening"
"Broome",3,"P",42.3153105,-76.0655257,2023-03-21,"18:44:00","Traveling",82,0.531,6,2023,3,21,"Spring","Evening"
"Monroe",3,"H",43.2440148,-77.4909067,2023-03-21,"19:00:00","Traveling",55,2.012,2,2023,3,21,"Spring","Evening"
"Monroe",3,"H",43.2896514,-77.7142069,2023-03-21,"19:07:00","Traveling",48,0.322,2,2023,3,21,"Spring","Evening"
"Tompkins",4,"P",42.429149,-76.418254,2023-03-21,"19:31:00","Traveling",11,0.181,8,2023,3,21,"Spring","Evening"
"Tompkins",5,"H",42.4976053,-76.4600587,2023-03-21,"18:05:00","Traveling",108,1.77,4,2023,3,21,"Spring","Evening"
"New York",1,"H",40.7536729,-73.9832322,2023-03-21,"20:30:00","Traveling",50,0.757,3,2023,3,21,"Spring","Evening"
"New York",1,"H",40.7778421,-73.9679231,2023-03-21,"14:19:00","Traveling",45,1.574,2,2023,3,21,"Spring","Afternoon"
"Dutchess",3,"P",41.612089,-73.884008,2023-03-21,"18:31:00","Traveling",77,0.531,2,2023,3,21,"Spring","Evening"
"Queens",1,"H",40.7408799,-73.9613303,2023-03-22,"16:40:00","Traveling",10,0.315,2,2023,3,22,"Spring","Afternoon"
"Queens",2,"H",40.6188482,-73.8307995,2023-03-17,"18:01:00","Traveling",97,3.395,1,2023,3,17,"Spring","Evening"
"Onondaga",2,"P",43.211303,-76.342474,2023-03-22,"19:38:00","Stationary",5,NA,2,2023,3,22,"Spring","Evening"
"Tompkins",1,"P",42.4453526,-76.4713218,2023-03-22,"19:43:00","Stationary",6,NA,3,2023,3,22,"Spring","Evening"
"Monroe",5,"H",43.2896514,-77.7142069,2023-03-22,"19:19:00","Traveling",54,0.322,3,2023,3,22,"Spring","Evening"
"Onondaga",1,"P",43.197964,-76.321137,2023-03-22,"19:50:00","Stationary",5,NA,1,2023,3,22,"Spring","Evening"
"Westchester",1,"H",41.2268584,-73.8992411,2023-03-22,"17:46:00","Traveling",58,2.575,2,2023,3,22,"Spring","Evening"
"Tompkins",3,"H",42.4410439,-76.430538,2023-03-23,"19:41:00","Stationary",7,NA,3,2023,3,23,"Spring","Evening"
"Monroe",5,"H",43.2896514,-77.7142069,2023-03-23,"18:51:00","Traveling",65,1.239,2,2023,3,23,"Spring","Evening"
"Kings",2,"H",40.6472791,-73.8624734,2023-03-23,"18:09:00","Traveling",132,3.58,11,2023,3,23,"Spring","Evening"
"Kings",5,"H",40.6472791,-73.8624734,2023-03-16,"19:23:00","Traveling",132,5.596,19,2023,3,16,"Spring","Evening"
"Rensselaer",1,"P",42.933999,-73.528167,2023-03-24,"13:52:00","Traveling",37,3.304,2,2023,3,24,"Spring","Afternoon"
"Tompkins",3,"P",42.446787,-76.539555,2023-03-24,"19:35:00","Stationary",4,NA,2,2023,3,24,"Spring","Evening"
"Tompkins",5,"H",42.4959541,-76.4513443,2023-03-24,"18:54:00","Traveling",57,0.95,3,2023,3,24,"Spring","Evening"
"Tompkins",2,"H",42.5329115,-76.3534811,2023-03-24,"18:00:00","Stationary",90,NA,2,2023,3,24,"Spring","Evening"
"Ontario",8,"P",42.641852,-77.370846,2023-03-24,"19:15:00","Traveling",50,0.322,2,2023,3,24,"Spring","Evening"
"Tompkins",2,"H",42.3860243,-76.3019298,2023-03-24,"19:11:00","Stationary",48,NA,2,2023,3,24,"Spring","Evening"
"Monroe",1,"H",43.2872722,-77.6685781,2023-03-26,"08:01:00","Stationary",11,NA,2,2023,3,26,"Spring","Morning"
"Kings",1,"H",40.6523083,-73.9904281,2023-03-12,"11:28:00","Traveling",90,3.488,2,2023,3,12,"Spring","Morning"
